Names
Biruni
Gan De
Tsutomu Seki
George Smoot
Otto Wilhelm
Akihiko Tago
John Tebbutt
Yasuo Tanaka
Dennis Walsh
Judith Young
Zhang Daqing
Felix Ziegel
Fritz Zwicky
Marc Aaronson
Makio Akiyama
George Alcock
Hiroshi Araki
Sylvain Arend
Arthur Auwers
Adrien Auzout
Francis Baily
James Bradley
Luigi Carnera
James Challis
Carl Charlier
James Christy
Janine Connes
Thomas Digges
Olin J. Eggen
Debra Fischer
Alfred Fowler
Ben Gascoigne
Andrew Graham
Charles Green
Jay U. Gunter
Edmond Halley
Thomas Hariot
Eleanor Helin
Prosper Henry
John Herschel
Antony Hewish
Shin Hirayama
Kamil Hornoch
Shigeru Inoda
Edward Israel
Jiao Bingzhen
Tetsuo Kagawa
Henry Kandrup
Minoru Kizawa
Viktor Knorre
Gerard Kuiper
Reiki Kushida
David J. Lane
Geraint Lewis
Chris Lintott
Maurice Loewy
Knut Lundmark
Robert Luther
Willem Luyten
Mahendra Suri
Charles Mason
Cornell Mayer
David Merritt
Patrick Moore
Nils Mustelin
Simon Newcomb
Johann Palisa
Eugene Parker
James Peebles
Roger Penrose
Carolyn Porco
Georg Purbach
Hubert Reeves
Regiomontanus
Karl Reinmuth
Arjen Roelofs
Megh Nad Saha
Angelo Secchi
Shinzo Shinjo
Lyman Spitzer
Joel Stebbins
Matsuo Sugano
Atsushi Sugie
Shohei Suzuki
Louis Thollon
Chad Trujillo
Takeshi Urata
Benjamin Valz
William Wales
Edmund Weaver
Robert Wilson
John Winthrop
Carl Wirtanen
Thomas Wright
John Zarnecki
Antonio Abetti
Giorgio Abetti
"Robert Aitken,"
Masakatsu Aoki
Petrus Apianus
Oskar Backlund
Yoshiaki Banno
Jules Baillaud
Beatriz Barbuy
Adriaan Blaauw
Alexis Bouvard
Brian J. Boyle
Schelte J. Bus
Anders Celsius
Jean Chacornac
Pablo Cottenot
Heather Couper
Herbert Dingle
Petar _urkovi_
Fearon Fallows
James Ferguson
John Flamsteed
Andrew Fraknoi
Bryan Gaensler
Gautama Siddha
Andrea M. Ghez
John Goodricke
John Grunsfeld
Guillermo Haro
Takeo Hatanaka
Yuji Hyakutake
"Icko Iben, Jr."
Kiyotaka Kanai
Hiroshi Kaneda
K_y_ Kawanishi
Hisashi Kimura
Toru Kobayashi
Lubo_ Kohoutek
Kazuo Kubokawa
Yoshio Kushida
Joseph Lockyer
John C. Mather
Maria Mitchell
Anthony Moffat
Takeshi Nagata
Syuichi Nakano
Tsuneo Niijima
Toshiro Nomura
Tomimaru Okuni
Gerard O'Neill
Rafael Pacheco
Pierre Puiseux
Fernand Rigaux
Harlow Shapley
Brian A. Skiff
Rainer Spurzem
Lewis A. Swift
Richard Tousey
Charles Townes
R. Brent Tully
Emma Vyssotsky
Rachel Webster
Gary A. Wegner
J. G. Westphal
Olin C. Wilson
Issei Yamamoto
Masayuki Yanai
Abraham Zacuto
Petrus Alphonsi
Joseph Ashbrook
John N. Bahcall
John Bainbridge
John E. Baldwin
Sallie Baliunas
Pietro Baracchi
Ludwig Biermann
Nathaniel Bliss
Alfred Bohrmann
Rychard Bouwens
Theodor Brorsen
Gustavo Bruzual
James Carpenter
Jacques Cassini
Guy Consolmagno
Corsono Carsono
Bernhard Dawson
Henri Debehogne
Andrea Di Paola
David J. Eicher
Albert Einstein
David Fabricius
Sandra M. Faber
Alex Filippenko
Dirk D. Frimout
Galileo Galilei
Margaret Geller
Henry L. Giclas
Peter Goldreich
Yusuke Hagihara
Abulfazl Harawi
Stephen Hawking
Maximilian Hell
Dorrit Hoffleit
William Huggins
Iwahashi Zenbei
David C. Jewitt
John A. Johnson
Jacobus Kapteyn
Johannes Kepler
Daniel Kirkwood
Robert Kirshner
Takao Kobayashi
Nobuhisa Kojima
Korado Korlevi_
Heinrich Kreutz
Andrew E. Lange
William Lassell
Armin Leuschner
Bertil Lindblad
Karl L. Littrow
Percival Lowell
Nevil Maskelyne
Charles Messier
Seidai Miyasaka
Samuel Molyneux
Osamu Muramatsu
"bin Musa, Ahmad"
"bin Musa, Hasan"
Valentin Naboth
Ahmad Nahavandi
Jayant Narlikar
Otto Neugebauer
Nicolaus Olahus
Yoshiaki Oshima
Anton Pannekoek
Manuel Peimbert
Saul Perlmutter
Giuseppe Piazzi
Petrus Plancius
Jean-Louis Pons
Richard Proctor
Julius Reichelt
Hans-Walter Rix
Svein Rosseland
Anneila Sargent
Maarten Schmidt
Robert Schommer
K_ichir_ Tomita
James Van Allen
Yvon Villarceau
Kazuro Watanabe
Richard M. West
Gart Westerhout
Albert Whitford
Maximilian Wolf
John Couch Adams
Wilhelm Anderson
Christoph Arnold
Svante Arrhenius
Giuseppe Asclepi
Rudjer Boscovich
Vincenzo Cerulli
Auguste Charlois
Willem de Sitter
Jean C. B. Dufay
Arthur Eddington
Eric Walter Elst
Ernest Esclangon
Herbert Friedman
Naoshi Fukushima
Toshimasa Furuta
Michel Giacobini
Jesse Greenstein
Alan Harvey Guth
Chushiro Hayashi
Joseph Helffrich
Thomas Henderson
William Herschel
Cuno Hoffmeister
Masayuki Iwamoto
Cyril V. Jackson
Ghiyath al-Kashi
Karlis Kaufmanis
Charles T. Kowal
Pierre Lemonnier
Brian G. Marsden
Karen Jean Meech
Elia Millosevich
Yoshikane Mizuno
Akimasa Nakamura
Jan Hendrik Oort
Bohdan Paczy_ski
Johann Palitzsch
Ruby Payne-Scott
Mark M. Phillips
Christian Pollas
Adolphe Quetelet
Erasmus Reinhold
Elizabeth Roemer
Bernhard Schmidt
Brian P. Schmidt
Waltraut Seitter
Kesao Takamizawa
Thabit ibn Qurra
Norman G. Thomas
Virginia Trimble
Antonio de Ulloa
Hendrik van Gent
Bengt Westerlund
George Wetherill
Rogier Windhorst
Eva Ahnert-Rohlfs
Lawrence H. Aller
Harold D. Babcock
Horace W. Babcock
Benjamin Baillaud
Benjamin Banneker
Somnath Bharadwaj
Johann Elert Bode
Alphonse Borrelly
Ira Sprague Bowen
Ismael Bullialdus
Margaret Burbidge
Annie Jump Cannon
Heinrich d'Arrest
Leonardo da Vinci
Terence Dickinson
Larry W. Esposito
J. Richard Fisher
Edwin Brant Frost
Kiichir_ Furukawa
Gordon J. Garradd
Riccardo Giacconi
Alyssa A. Goodman
Abu Sa'id Gorgani
"Bengt Gustafsson,"
Lisa Harvey-Smith
Abraham bar Hiyya
Caroline Herschel
Ejnar Hertzsprung
Johannes Hevelius
John Russell Hind
Masanori Hirasawa
Helen Sawyer Hogg
Jeremiah Horrocks
Josef Allen Hynek
Shun-ei Izumikawa
Jeffrey Owen Katz
Nobuhiro Kawasato
Urbain Le Verrier
Christopher McKee
William H. McCrea
Bruce A. McIntosh
Aden Baker Meinel
Rudolph Minkowski
Harutaro Murakami
Pieter Oosterhoff
Charles Pritchard
M. Shahid Qureshi
David Rittenhouse
Roger of Hereford
Allan Rex Sandage
Frank Schlesinger
Shibukawa Shunkai
Yoshisada Shimizu
F. J. M. Stratton
Nicholas Suntzeff
Atsushi Takahashi
Friedrich Tietjen
Clyde W. Tombaugh
Nasir al-Din Tusi
Peter van de Kamp
Godefroy Wendelin
Anne Sewell Young
George Ogden Abell
Paul Oswald Ahnert
Julius Bauschinger
Charles L. Bennett
Heber Doust Curtis
Alexander Dalgarno
Andre Louis Danjon
Audrey C. Delsanti
Ewine van Dishoeck
Dmitrij I. Dubyago
Frank Watson Dyson
Frank K. Edmondson
Johann Franz Encke
Johannes Fabricius
Charles Fehrenbach
Camille Flammarion
Williamina Fleming
Shigehisa Fujikawa
George Ellery Hale
Karl Ludwig Hencke
Kiyotsugu Hirayama
Russell Alan Hulse
Thomas John Hussey
Christiaan Huygens
Jamal Nazrul Islam
Benjamin Jekhowsky
Donald Lynden-Bell
Adriaan van Maanen
Robert S. McMillan
Robert H. McNaught
Johan Maurits Mohr
"bin Musa, Muhammad"
Hans-Emil Schuster
Karl Schwarzschild
George Mary Searle
Qutb eddin Shirazi
David J. Stevenson
Edward James Stone
Kip Stephen Thorne
Hermann Carl Vogel
Walcher of Malvern
George Wallerstein
James Craig Watson
Walter Sydney Adams
George Biddell Airy
Marie Henri Andoyer
Jean Sylvain Bailly
Guillaume Bigourdan
John Gatenby Bolton
William Cranch Bond
Edward L. G. Bowell
Ronald N. Bracewell
"Robert Burnham, Jr."
Nicolaus Copernicus
Leopold Courvoisier
Raymond Smith Dugan
Hermann Goldschmidt
Kathryn Aurora Gray
Karl Ludwig Harding
George William Hill
Martin van den Hove
Herbert Alonzo Howe
Edwin Powell Hubble
Alfred Harrison Joy
Lyudmila Karachkina
James Edward Keeler
Masahiro Koishikawa
Guillaume Le Gentil
Edward Arthur Milne
Geminiano Montanari
Nilakantha Somayaji
George Henry Peters
Otto A. Rosenberger
James Vernon Scotti
Carl Keenan Seyfert
Richard Sheepshanks
William Henry Smyth
Karl Hermann Struve
Herbert Hall Turner
Neil deGrasse Tyson
Julie Vinter Hansen
Thomas William Webb
Mary Watson Whitney
James Whitney Young
John August Anderson
Aristarchus of Samos
Halton Christian Arp
Jean-Baptiste Baille
Jocelyn Bell Burnell
William A. Bradfield
John Alfred Brashear
Ernest William Brown
George Howard Darwin
William Rutter Dawes
Annibale de Gasparis
Alexander D. Dubyago
Carl Friedrich Gauss
Peter Andreas Hansen
George Howard Herbig
Carl W. Hergenrother
Gustave-Adolphe Hirn
Christopher Hansteen
Pierre-Simon Laplace
Frederick C. Leonard
John William Lubbock
Lupitus of Barcelona
Paul Willard Merrill
Al-fadl ibn Naubakht
Leslie Copus Peltier
Maynard Pittendreigh
Norman Robert Pogson
Henry Norris Russell
Alexandre Schaumasse
Martin Schwarzschild
Vesto Melvin Slipher
Johann Daniel Titius
Sidney van den Bergh
Arno Arthur Wachmann
Aleksander Wolszczan
Franz Xaver von Zach
Charles Greeley Abbot
Abd Al-Rahman Al Sufi
Andronicus of Cyrrhus
Charles Thomas Bolton
William Robert Brooks
Bonaventura Cavalieri
Radha Gobinda Chandra
Andrew Ainslie Common
Philip Herbert Cowell
Thomas George Cowling
William Alfred Fowler
Joseph von Fraunhofer
Julio Garavito Armero
Sebastian von Hoerner
Milton Lasell Humason
Joseph-Louis Lagrange
Joseph Johann Littrow
Edward Walter Maunder
Joel Hastings Metcalf
William Wilson Morgan
Seth Barnes Nicholson
John Stanley Plaskett
George Willis Ritchey
Edwin Ernest Salpeter
Giovanni Schiaparelli
Horace Parnell Tuttle
George Van Biesbroeck
Frank Washington Very
Alfred Lothar Wegener
Fred Lawrence Whipple
Edward Emerson Barnard
Arthur Edwin Covington
Johann Gottfried Galle
Benjamin Apthorp Gould
Alexander A. Gurshtein
Edward Robert Harrison
Maria Margarethe Kirch
Henrietta Swan Leavitt
Matthew Fontaine Maury
Charles Dillon Perrine
Eugene Merle Shoemaker
Robert Julius Trumpler
Alexander N. Vyssotsky
John Archibald Wheeler
Chandra Wickramasinghe
Charles Augustus Young
Charles Hitchcock Adams
Edwin Francis Carpenter
Edwin Foster Coddington
Erwin Finlay-Freundlich
Wilhelm Julius Foerster
Louise Freeland Jenkins
Claes-Ingvar Lagerkvist
Johann Heinrich Lambert
Samuel Pierpont Langley
Pierre Louis Maupertuis
William Henry Pickering
Samuel Heinrich Schwabe
Frederick Hanley Seares
John Francis Skjellerup
Mary Fairfax Somerville
Friedrich Georg Wilhelm
Rashid Alievich Sunyaev
Thorvald Nicolai Thiele
Otto Wilhelm von Struve
Friedrich Wilhelm Bessel
Sherburne Wesley Burnham
William Wallace Campbell
Giovanni Battista Donati
Robert George Harrington
Robert Sutton Harrington
William Kenneth Hartmann
Albertus Antonie Nijland
Cecilia Payne-Gaposchkin
Edward Charles Pickering
David Lincoln Rabinowitz
Grigory Abramovich Shajn
Pelageya Fedorovna Shajn
Charlotte Moore Sitterly
Charles Bruce Stephenson
Joseph Hooton Taylor Jr.
Johann Heinrich Westphal
Giovanni Domenico Cassini
William Frederick Denning
Nicolas Louis de Lacaille
Philibert Jacques Melotte
Pieter Johannes van Rhijn
Henry Chamberlain Russell
Willebrord Snel van Royen
Sergei Ivanovich Belyavsky
Wilhelm Freiherr von Biela
Subrahmanyan Chandrasekhar
Lyudmila Ivanovna Chernykh
Henri-Alexandre Deslandres
Joseph Jean Pierre Laurent
Adolph Friedrich Lindemann
Giovanni Battista Riccioli
"Karl August von Steinheil,"
Gennady S. Bisnovatyi-Kogan
"Dominique, comte de Cassini"
Robert Thorburn Ayton Innes
"William Parsons, Lord Rosse"
Iosif Samuilovich Shklovsky
Tamara Mikhaylovna Smirnova
Yakov Borisovich Zel'dovich
Friedrich Wilhelm Argelander
Nikolai Stepanovich Chernykh
Cornelis Johannes van Houten
Ingrid van Houten-Groeneveld
Marcel Gilles Jozef Minnaert
Grigoriy Nikolaevich Neujmin
Gustav Wilhelm Ludwig Struve
Beatrice Muriel Hill Tinsley
Richard van der Riet Woolley
Jean Baptiste Joseph Delambre
Alexander Nikolaevich Deutsch
Gabrielle Renaudot Flammarion
Otto Hermann Leopold Heckmann
Giovanni Antonio Amedeo Plana
Heinrich Christian Schumacher
Richard Christopher Carrington
Henri Joseph Anastase Perrotin
Wallace Leslie William Sargent
Ernst Wilhelm Leberecht Tempel
Lyudmila Vasil'evna Zhuravleva
"Muhammad ibn M_s_ al-Khw_rizm_,"
Vladimir Aleksandrovich Albitzky
Hendrik Christoffel van de Hulst
Andreas Gerasimos Michalitsianos
Carolyn Jean Spellmann Shoemaker
"Viktor Amazaspovich Ambartsumian,"
Friedrich Karl Arnold Schwassmann
Friedrich August Theodor Winnecke
Friedrich Georg Wilhelm von Struve
Ernst Friedrich Wilhelm Klinkerfues
Christian Heinrich Friedrich Peters
Andrew Claude de la Cherois Crommelin
"George Parker, 2nd Earl of Macclesfield"
Hendricus Gerardus van de Sande Bakhuyzen
Donald Edward Osterbrock
